,feelings,emotion,class_label
5259,feeling quite weepy get rid,sadness,0
5260,feel acclimated like finally part organization rather timid observer,fear,2
5261,snapping everybody feeling grumpy general,anger,1
5262,nearly caused traffic accident car,fear,2
5263,feel looks abit dull going match colours colours going put final cover think white black either red blue,sadness,0
5264,guess mild pain made feel even impatient get,anger,1
5265,starred susan gaping cum filled ring could feel cock hardening vain hope fucking goddess would wait another day,sadness,0
5266,feeling really confident moving tomorrow juice smoothie raw vegan meal menu routine,joy,5
5267,ive gotten used extent im actually feeling weird without,surprise,3
5268,feel isolated im much driving bad roads,sadness,0
5269,cant blog im feeling inspired blog lose inspiration,joy,5
5270,grin kiss way body way done except less teeth feeling rather mellow content moment,joy,5
5271,feel generous love people focused much story want perpetuate dynamic educators going,love,4
5272,feel dont need dumb reason legitimize excuse way im feeling,sadness,0
5273,feel burdened guilted weight decision gone bad,sadness,0
5274,im blogging simply im feeling distracted though im suppose study cell bio,anger,1
5275,feel band perhaps distracted hardcore dancers flailing around,anger,1
5276,began feel accepted gaia terms,love,4
5277,potter around one bed flat feel little bit like unfortunate version bridget jones,sadness,0
5278,get upset bruce little tired work usual feel little rejected,sadness,0
5279,feel safe,joy,5
5280,feel particularly sympathetic toward,love,4
5281,like new bunnysuit wear feel cute,joy,5
5282,heard mark got entrance examination realized admittance university almost certain,joy,5
5283,feel pain pleasant,joy,5
5284,feel innocent chaste,joy,5
5285,im feeling low usually want lay bed nothing,sadness,0
5286,know days going feel discouraged,sadness,0
5287,feel like plan make happy allow help family better many ways,joy,5
5288,supposed feel persom wickdly love long tells see hes got girlfriend faithful im around,joy,5
5289,feel sincere,joy,5
5290,im feeling nervous,fear,2
5291,going feel annoyed,anger,1
5292,feel hesitant around,fear,2
5293,laps feel virtuous,joy,5
5294,feel assured doubtful time,joy,5
5295,woke feeling hopeful,joy,5
5296,still feel really regretful leaving,sadness,0
5297,could listen words suddenly feel incredibly helpless,sadness,0
5298,feel pretty weird blogging deodorant im bit deodorant snob find really hard find good one,surprise,3
5299,feel studying homework weeks holidays target blank img title stumbleupon class ssba alt stumbleupon src http www,sadness,0
5300,guess trying say abusive boyfriends crushing dreams loss jobs real reason feel depressed,sadness,0
5301,also feel extremely blessed marrying loving family,joy,5
5302,feel like person ever truly loved guy shall call mr,love,4
5303,couldnt get sleep feeling quite irritable restless every time dropping sleep mosquito would land face squeal around ear,anger,1
5304,feel sympathetic ever elementary school teachers trying coerce entire classes third graders walk single file lunchroom,love,4
5305,barely seem remember live middle coming terms likelihood would single rest life feeling pretty content,joy,5
5306,feed strongly feel feeding crappy processed dog food want live forever,sadness,0
5307,feel indecisive feels like security usually feel sensing ground beneath feet suddenly gone left feeling wobbly unhappy,fear,2
5308,love projector old old smell displeasing old slightly musty early feel like little episode mad men set watch something,anger,1
5309,also hope understand feel angry dont support hat rule turn school event sans hat,anger,1
5310,feel hurt grimaced,sadness,0
5311,staying relatives house broken,fear,2
5312,drunk feel fab,joy,5
5313,decided first time months try wearing ugly pink black running shoes least feel little bit cute going,joy,5
5314,feel like people shamed,sadness,0
5315,im feeling mellow relaxed sometimes im feeling productive quiet sometimes wan na fun yknow,joy,5
5316,im moving back vegitarianism feels delicious,joy,5
5317,im feeling pissed sad right,anger,1
5318,talking district leader elder hill last night explaining concerns seeing fruits efforts baptized anyone yet plain feeling like many problems weaknesses even funny,surprise,3
5319,feel worthless beaten broken,sadness,0
5320,time sister first baby happy joyous stayed two days marriage child,joy,5
5321,feel like dirty src http,sadness,0
5322,feel completely listless running auto,sadness,0
5323,feel like quite neglectful blog say alive happy,sadness,0
5324,also worried long trip vomited night may guess im feeling well,joy,5
5325,feel like try calm shes good since games ended see katniss getting tense every schedule adjustment,joy,5
5326,hate feeling im indecisive,fear,2
5327,feel job let know might missed another holiday,sadness,0
5328,feel exhausted done reading like live multiple lives span day,sadness,0
5329,write journal something good keeping secret world depresses although feel idiotic happiuness bliss watch news,sadness,0
5330,looking forward unless feel place though assured fit,joy,5
5331,feel getting timid days,fear,2
5332,feel amused absurdity,joy,5
5333,feel much productive college keep productivity full gear ill chalk ideas art projects summer train army attack pigeons take tiny uninhabited island,joy,5
5334,guess feeling pretty hesitant,fear,2
5335,used feel pretty friendly started spouting russia running muck reason dont give shit citizens cant trusted,joy,5
5336,may rant feel burdened least bit,sadness,0
5337,one bearing pain anguish yet one continues feel hurt ass still gallivanting showing,sadness,0
5338,feel unsure everything life,fear,2
5339,thought wed escaped interminable bouts bods dressing gowns feeling others lapels charming spectacle type guy tight fitting deep blue combo trying intents purposes take another guy red behind,joy,5
5340,im challenged feel valued time,joy,5
5341,still feel muscles aching,sadness,0
5342,feel like actually productive today,joy,5
5343,going say makes feel unloved shit thats overly dramatic,sadness,0
5344,breathing treatment laid bed felt like complete crap couldnt sleep called thinking really need get steroids ill feel fine right,joy,5
5345,figured feel crappy feel crappy lot feeling crappy comes trying figure certain negative emotions exist especially life pretty damn good time ya,sadness,0
5346,would feel timid wearing beacuse id try get dirty etc,fear,2
5347,feel burdened href http scratcheverything,sadness,0
5348,feel less stressed end day usually discover ive done,sadness,0
5349,cant even remember feels like loved,love,4
5350,tend discomforting feeling maybe get disturbed sense emotion plays way book interpreted,sadness,0
5351,feel resolved less like smoking lungs today obviously happy,joy,5
5352,feel frightened wanted document way feeling,fear,2
5353,feel blackburn stubborn team blackpool holloway want positive reaction game even get result,anger,1
5354,suppose bit occasion ive become horrible annoying person feel strange,fear,2
5355,feel uncertain something act positive powerful way,fear,2
5356,im sure something come day im feeling little artistic,joy,5
5357,im feeling way shes caring way used,love,4
5358,feeling little adventurous ordered seafood paella lemonade drink arrived kicked ordered glass sangria,joy,5
5359,still blush feel shocked recreational activities sometimes unwillingly willingly hear sometimes,surprise,3
5360,feel people possibly appreciate compliments toward possibly sincere dont deserve compliments first place,joy,5
